chain,sample,tissue,histological site, lengthMean, nReads_covering_median
IGK,G19341.GTEX-RWSA-0526-SM-2XCBC.1,Artery - Tibial,Blood Vessel,11.7142857143,1.0
IGK,G19429.GTEX-SJXC-0226-SM-2XCDU.1,Adipose - Subcutaneous,Adipose Tissue,10.947826087,1.0
IGK,G35332.GTEX-U4B1-1226-SM-4DXT7.7,Bladder,Bladder,11.1818181818,1.0
IGK,G25171.GTEX-WI4N-1426-SM-3LK7H.1,Breast - Mammary Tissue,Breast,11.0213433773,2.0
IGK,G19486.GTEX-SJXC-0426-SM-2XCFH.2,Artery - Tibial,Blood Vessel,11.0,3.0
IGK,G16716.GTEX-NPJ7-0011-R8a.3,Brain - Hypothalamus,Brain,11.0,1.0
IGK,G62086.GTEX-13NYS-0126.2,Skin - Sun Exposed (Lower leg),Skin,11.1411764706,1.0
IGK,G39663.GTEX-UPK5-0726.2,Skin - Sun Exposed (Lower leg),Skin,11.1402985075,1.0
IGK,G32919.GTEX-RUSQ-0926-SM-47JWU.3,Esophagus - Muscularis,Esophagus,11.0769230769,1.0
IGK,G62085.GTEX-13N2G-0726.2,Thyroid,Thyroid,11.106870229,2.0
IGK,G20880.GTEX-QMR6-0011-R2A-SM-32PKV.1,Brain - Substantia nigra,Brain,11.3333333333,1.0
IGK,G34404.GTEX-XPVG-0526-SM-4B65N.3,Kidney - Cortex,Kidney,11.1290322581,1.0
IGK,G35341.GTEX-U412-0008-SM-4DXTE.7,Cells - Transformed fibroblasts,Skin,11.625,1.0
IGK,G33908.GTEX-PWCY-1726-SM-48TD3.1,Vagina,Vagina,11.1150442478,1.0
IGK,G34694.GTEX-XV7Q-0226-SM-4BRVL.1,Adrenal Gland,Adrenal Gland,11.0540540541,1.0
IGK,G19441.GTEX-SJXC-0005-SM-2XCE7.1,Whole Blood,Blood,11.0588592233,1.0
IGK,G64041.GTEX-14B4R-0426.1,Esophagus - Muscularis,Esophagus,10.8,1.0
IGK,G59601.GTEX-111YS-1526.3,Skin - Not Sun Exposed (Suprapubic),Skin,11.225,1.0
IGK,G62576.GTEX-14AS3-0006.2,Whole Blood,Blood,11.0868852459,1.0
IGK,G59756.GTEX-11EM3-2326.2,Adipose - Subcutaneous,Adipose Tissue,10.5555555556,1.0
IGK,G62088.GTEX-13NYS-0326.2,Muscle - Skeletal,Muscle,11.0581395349,1.0
IGK,G63023.GTEX-13RTJ-0011-R7b.3,Brain - Putamen (basal ganglia),Brain,9.5,1.0
IGK,G33623.GTEX-R55E-0726-SM-48FCZ.4,Testis,Testis,10.7777777778,1.0
IGK,G19379.GTEX-S4P3-0226-SM-3K2BD.1,Thyroid,Thyroid,10.8888888889,1.0
IGK,G33878.GTEX-PW2O-0226-SM-48TC7.1,Adrenal Gland,Adrenal Gland,11.1304347826,1.0
IGK,G62795.GTEX-13SLX-0011-R4a.3,Brain - Amygdala,Brain,11.375,1.0
IGK,G41016.GTEX-WFON-1326-SM-4LVMN.3,Colon - Sigmoid,Colon,11.1428571429,1.0
IGK,G62756.GTEX-13PLJ-0011-R3a.3,Brain - Anterior cingulate cortex (BA24),Brain,nan,nan
IGK,G16827.GTEX-O5YV-0326.3,Heart - Left Ventricle,Heart,11.0,1.0
IGK,G41202.GTEX-WOFM-2026.5,Colon - Transverse,Colon,11.1471643934,1.0
IGK,G62700.GTEX-144FL-2726.2,Esophagus - Mucosa,Esophagus,11.0892857143,1.0
IGK,G34528.GTEX-XUZC-1126-SM-4BOPZ.8,Adipose - Visceral (Omentum),Adipose Tissue,11.0288461538,2.0
IGK,G23455.GTEX-WEY5-0006-SM-3GIKG.1,Whole Blood,Blood,11.032,1.0
IGK,G63099.GTEX-13X6I-0011-R2b.2,Brain - Substantia nigra,Brain,11.1111111111,1.0
IGK,G33827.GTEX-Q2AG-1126-SM-48U1P.3,Liver,Liver,11.0601503759,1.0
IGK,G41092.GTEX-WHPG-0726.3,Artery - Coronary,Blood Vessel,11.1789473684,2.0
IGK,G62252.GTEX-13X6H-0926.2,Skin - Not Sun Exposed (Suprapubic),Skin,11.131147541,1.0
IGK,G40908.GTEX-WEY5-1426-SM-4LMJ3.3,Colon - Transverse,Colon,11.375,1.0
IGK,G35201.GTEX-T6MN-1126-SM-4DM71.1,Artery - Aorta,Blood Vessel,11.0933333333,2.0
IGK,G16539.GTEX-Q2AG-0011-R2A.2,Brain - Substantia nigra,Brain,11.0,1.0
IGK,G26577.GTEX-P4PP-0726-SM-3NM9S.1,Esophagus - Muscularis,Esophagus,11.0,1.5
IGK,G61901.GTEX-13113-2026.2,Nerve - Tibial,Nerve,11.1,1.0
IGK,G34340.GTEX-S95S-0226-SM-4B656.3,Artery - Aorta,Blood Vessel,11.1094890511,2.0
IGK,G64272.GTEX-13QJ3-1926.1,Esophagus - Gastroesophageal Junction,Esophagus,10.8,1.0
IGK,G40996.GTEX-WFJO-1126-SM-4LVLZ.3,Stomach,Stomach,11.0,1.0
IGK,G60330.GTEX-13PL7-1926.2,Nerve - Tibial,Nerve,11.2,1.0
IGK,G45208.GTEX-YFC4-0011-R4a.2,Brain - Amygdala,Brain,11.0,1.0
IGK,G41100.GTEX-WHSB-0002.4,Cells - EBV-transformed lymphocytes,Blood,11.152173913,2.5
IGK,G21048.GTEX-T6MN-0011-R11A-SM-32QOX.1,Brain - Cerebellar Hemisphere,Brain,11.5,1.5
IGK,G25141.GTEX-WHWD-0326-SM-3LK6L.1,Heart - Atrial Appendage,Heart,10.7,1.0
IGK,G63038.GTEX-ZAB5-0626.2,Lung,Lung,11.1047854785,2.0
IGK,G63948.GTEX-13S86-1626.2,Colon - Transverse,Colon,11.0619868637,2.0
IGK,G16622.GTEX-Q2AG-0011-R10A.2,Brain - Frontal Cortex (BA9),Brain,11.2,1.0
IGK,G41098.GTEX-WHPG-1226.3,Esophagus - Muscularis,Esophagus,10.9375,1.0
IGK,G63043.GTEX-11EI6-2426.2,Stomach,Stomach,11.25,1.0
IGK,G61862.GTEX-146FQ-0926.2,Lung,Lung,11.091954023,1.0
IGK,G62673.GTEX-148VI-0006.2,Whole Blood,Blood,11.1422764228,1.0
IGK,G62122.GTEX-13N1W-0011-R5b.2,Brain - Caudate (basal ganglia),Brain,11.1818181818,1.0
IGK,G45136.GTEX-Y8DK-0004.2,Cells - EBV-transformed lymphocytes,Blood,11.0,1.0
IGK,G19392.GTEX-S4P3-0006-SM-3K2AW.1,Whole Blood,Blood,10.9310344828,1.0
IGK,G62752.GTEX-13OVI-0001.3,Whole Blood,Blood,11.2133333333,1.0
IGK,G65248.GTEX-14BIN-0011-R2a.2,Brain - Substantia nigra,Brain,11.0,2.0
IGK,G35576.GTEX-X62O-0226-SM-4E3JB.4,Adipose - Subcutaneous,Adipose Tissue,11.0357142857,1.0
IGK,G62240.GTEX-13W46-1226.2,Adipose - Visceral (Omentum),Adipose Tissue,11.1315789474,1.5
IGK,G62117.GTEX-13NYS-0011-R3b.2,Brain - Anterior cingulate cortex (BA24),Brain,10.5,1.0
IGK,G63897.GTEX-11TT1-1226.2,Artery - Aorta,Blood Vessel,11.2777777778,1.0
IGK,G58439.GTEX-131YS-0626.2,Breast - Mammary Tissue,Breast,11.0429807424,1.0
IGK,G34463.GTEX-XQ3S-2526-SM-4BOOG.7,Prostate,Prostate,11.0,1.0
IGK,G63877.GTEX-117YW-2426.2,Muscle - Skeletal,Muscle,10.9,1.0
IGK,G26732.GTEX-WHSE-0011-R8A-SM-3P5Z1.2,Brain - Hypothalamus,Brain,11.3076923077,1.0
IGK,G62686.GTEX-145ME-0626.2,Esophagus - Muscularis,Esophagus,11.1333333333,1.0
IGK,G34522.GTEX-XUZC-0326-SM-4BOO8.7,Esophagus - Muscularis,Esophagus,11.0,1.0
IGK,G62589.GTEX-1497J-2326.2,Adipose - Subcutaneous,Adipose Tissue,11.0,1.0
IGK,G23476.GTEX-WFG7-2426-SM-3GIL2.1,Nerve - Tibial,Nerve,11.3333333333,1.0
IGK,G44326.GTEX-XGQ4-1726.1,Colon - Sigmoid,Colon,11.15625,1.0
IGK,G35296.GTEX-U3ZH-0126.8,Spleen,Spleen,11.1336931517,2.0
IGK,G19396.GTEX-RU1J-0003-SM-3K2A8.1,Cells - EBV-transformed lymphocytes,Blood,11.1460674157,1.0
IGK,G40752.GTEX-VJYA-0126-SM-4KL1P.2,Spleen,Spleen,11.0978232015,1.0
IGK,G33608.GTEX-R55F-0126-SM-48FCK.4,Skin - Sun Exposed (Lower leg),Skin,11.2857142857,1.0
IGK,G63142.GTEX-11P81-2226.2,Skin - Not Sun Exposed (Suprapubic),Skin,11.2051282051,1.0
IGK,G64431.GTEX-14E6C-2626.1,Thyroid,Thyroid,10.8571428571,1.0
IGK,G65655.GTEX-12WSH-0008.2,Cells - Transformed fibroblasts,Skin,nan,nan
IGK,G60463.GTEX-139UC-0011-R9a.2,Brain - Spinal cord (cervical c-1),Brain,11.4285714286,1.0
IGK,G61168.GTEX-Y8LW-1626.3,Breast - Mammary Tissue,Breast,11.0755467197,2.0
IGK,G64175.GTEX-146FR-0926.1,Heart - Atrial Appendage,Heart,11.1147540984,2.0
IGK,G34456.GTEX-XQ3S-1326-SM-4BOPQ.7,Breast - Mammary Tissue,Breast,11.8333333333,1.0
IGK,G63016.GTEX-144GL-0011-R6a.3,Brain - Nucleus accumbens (basal ganglia),Brain,nan,nan
IGK,G59266.GTEX-11ZUS-2626.3,Skin - Not Sun Exposed (Suprapubic),Skin,11.1333333333,1.0
IGK,G33915.GTEX-PWN1-1526-SM-48TDA.1,Stomach,Stomach,11.078680203,1.0
IGK,G62124.GTEX-13N2G-0011-R6b.2,Brain - Nucleus accumbens (basal ganglia),Brain,11.3333333333,1.0
IGK,G62874.GTEX-11P81-0826.3,Esophagus - Mucosa,Esophagus,11.0669099757,1.0
IGK,G64372.GTEX-147GR-2926.1,Pituitary,Pituitary,11.0421686747,1.0
IGK,G42370.GTEX-XBEC-1026.2,Lung,Lung,11.0790960452,1.0
IGK,G26772.GTEX-PLZ4-2826-SM-3P617.2,Ovary,Ovary,11.1279069767,1.0
IGK,G26675.GTEX-P4QT-0726-SM-3NMCM.1,Esophagus - Muscularis,Esophagus,10.92,1.0
IGK,G63137.GTEX-11EQ9-1626.2,Skin - Not Sun Exposed (Suprapubic),Skin,11.0888888889,1.0
IGK,G40891.GTEX-W5WG-2726-SM-4LMIC.3,Esophagus - Gastroesophageal Junction,Esophagus,10.8823529412,1.0
IGK,G16538.GTEX-OIZH-0126.2,Skin - Sun Exposed (Lower leg),Skin,11.0689655172,1.0
IGK,G64202.GTEX-14A6H-2726.1,Artery - Tibial,Blood Vessel,10.8,2.0
IGK,G53081.GTEX-11GSP-1726.3,Esophagus - Muscularis,Esophagus,11.2222222222,1.0
IGK,G40888.GTEX-W5WG-2026-SM-4LMIB.3,Colon - Sigmoid,Colon,11.0852474544,1.0
IGK,G61926.GTEX-12WSL-1326.2,Esophagus - Muscularis,Esophagus,11.04,1.0
IGK,G64167.GTEX-13X6I-0526.1,Muscle - Skeletal,Muscle,10.8333333333,2.0
IGK,G26609.K-562-SM-3NMAP.1,Cells - Leukemia cell line (CML),Bone Marrow,10.75,1.0
IGK,G23457.GTEX-WFG7-0526-SM-3GIKI.1,Lung,Lung,11.0622083981,1.0
IGK,G22895.GTEX-TSE9-0011-R4A-SM-3DB7H.1,Brain - Amygdala,Brain,11.1,1.0
IGK,G61200.GTEX-YEC3-0426.3,Heart - Atrial Appendage,Heart,11.0,1.0
IGK,G63865.GTEX-111YS-0008.2,Cells - Transformed fibroblasts,Skin,10.9,1.0
IGK,G40754.GTEX-VJYA-0526-SM-4KL1R.2,Adrenal Gland,Adrenal Gland,11.1269035533,1.0
IGK,G18723.GTEX-R55G-0006-SM-2TC6O.2,Whole Blood,Blood,nan,nan
IGK,G25634.GTEX-WQUQ-0006-SM-3MJF4.1,Whole Blood,Blood,11.1026570048,1.0
IGK,G45140.GTEX-Z93S-0008.2,Cells - Transformed fibroblasts,Skin,11.5,1.0
IGK,G61785.GTEX-YB5K-0726.2,Esophagus - Muscularis,Esophagus,11.2844827586,1.0
IGK,G62166.GTEX-12KS4-0005.2,Whole Blood,Blood,11.0573600553,1.0
IGK,G62281.GTEX-ZZPU-1126.2,Heart - Atrial Appendage,Heart,11.27,1.0
IGK,G19447.GTEX-OIZI-0005-SM-2XCED.2,Whole Blood,Blood,11.0553745928,5.0
IGK,G19445.GTEX-RUSQ-0003-SM-2XCEB.1,Cells - EBV-transformed lymphocytes,Blood,10.9777777778,1.0
IGK,G42503.GTEX-QV44-1226.2,Stomach,Stomach,11.0360655738,1.0
IGK,G65668.GTEX-13QJC-0011-R6a.2,Brain - Nucleus accumbens (basal ganglia),Brain,11.0,1.0
IGK,G41490.GTEX-WRHU-0008.2,Cells - Transformed fibroblasts,Skin,10.7272727273,1.0
IGK,G59610.GTEX-111FC-0326.3,Muscle - Skeletal,Muscle,10.9333333333,1.0
IGK,G64349.GTEX-14A5H-3026.1,Pituitary,Pituitary,11.125,1.0
IGK,G62699.GTEX-145LU-0526.2,Lung,Lung,11.0179948586,2.0
IGK,G26679.GTEX-P4QS-0426-SM-3NMCQ.1,Artery - Aorta,Blood Vessel,11.1204819277,2.0
IGK,G62499.GTEX-ZV7C-1526.2,Colon - Transverse,Colon,11.0727181545,1.0
IGK,G60618.GTEX-13OVG-0526.2,Heart - Left Ventricle,Heart,11.0,1.0
IGK,G25131.GTEX-NPJ8-1326-SM-3LK6B.1,Artery - Coronary,Blood Vessel,11.0,1.0
IGK,G60180.GTEX-132AR-2826.2,Colon - Sigmoid,Colon,10.9137931034,1.0
IGK,G42257.GTEX-X15G-0726.4,Pancreas,Pancreas,11.1818181818,1.0
IGK,G46828.GTEX-YJ89-0011-R3b.1,Brain - Anterior cingulate cortex (BA24),Brain,11.3333333333,1.0
IGK,G65230.GTEX-14E6E-1726.2,Colon - Sigmoid,Colon,10.6,1.0
IGK,G18058.GTEX-OXRK-0326-SM-2YUMQ.1,Adipose - Subcutaneous,Adipose Tissue,11.1,1.0
IGK,G32752.GTEX-RU72-0626-SM-46MUI.2,Breast - Mammary Tissue,Breast,11.1091843288,1.0
IGK,G61822.GTEX-13N11-0326.2,Lung,Lung,11.0603588907,2.0
IGK,G46924.GTEX-Y5V5-2526.1,Muscle - Skeletal,Muscle,11.1176470588,1.0
IGK,G61167.GTEX-Y8LW-1526.3,Skin - Not Sun Exposed (Suprapubic),Skin,11.0582524272,1.0
IGK,G16710.GTEX-N7MT-1326.3,Heart - Left Ventricle,Heart,11.25,1.0
IGK,G18073.GTEX-N7MS-0426-SM-2YUN6.1,Muscle - Skeletal,Muscle,nan,nan
IGK,G16568.GTEX-Q2AG-0011-R7A.2,Brain - Putamen (basal ganglia),Brain,11.2727272727,1.0
IGK,G62110.GTEX-13JVG-0011-R4a.2,Brain - Amygdala,Brain,11.6,1.0
IGK,G32981.GTEX-XBED-2326-SM-47JYR.3,Adipose - Subcutaneous,Adipose Tissue,11.2,1.0
IGK,G19384.GTEX-S4Q7-1426-SM-3K2B9.1,Nerve - Tibial,Nerve,11.1,1.0
IGK,G64408.GTEX-14E6C-0126.1,Skin - Sun Exposed (Lower leg),Skin,11.1666666667,1.0
IGK,G62011.GTEX-13FLV-0011-R3b.2,Brain - Anterior cingulate cortex (BA24),Brain,11.25,1.0
IGK,G62521.GTEX-ZVP2-1526.2,Colon - Transverse,Colon,11.0922495274,1.0
IGK,G32918.GTEX-RUSQ-0826-SM-47JWW.3,Esophagus - Mucosa,Esophagus,11.0269179004,2.0
IGK,G65648.GTEX-1211K-0008.2,Cells - Transformed fibroblasts,Skin,nan,nan
IGK,G33617.GTEX-R53T-1226-SM-48FCT.4,Stomach,Stomach,11.0907079646,1.0
IGK,G33795.GTEX-Q734-1426-SM-48TZQ.3,Vagina,Vagina,11.1206896552,1.0
IGK,G62809.GTEX-13OW7-0011-R5b.3,Brain - Caudate (basal ganglia),Brain,11.0,1.0
IGK,G65706.GTEX-14BIN-0011-R10a.2,Brain - Frontal Cortex (BA9),Brain,10.6,1.0
IGK,G41076.GTEX-WHSB-0426.3,Esophagus - Mucosa,Esophagus,11.068401487,1.0
IGK,G62141.GTEX-13NYS-0011-R1b.2,Brain - Hippocampus,Brain,11.6,1.0
IGK,G61201.GTEX-YEC3-0526.3,Artery - Aorta,Blood Vessel,11.0576923077,4.0
IGK,G25105.GTEX-NFK9-2026-SM-3LK5K.1,Colon - Transverse,Colon,11.0535055351,1.0
IGK,G62322.GTEX-1192X-2726.2,Skin - Not Sun Exposed (Suprapubic),Skin,11.0,1.0
IGK,G41002.GTEX-WFON-1026-SM-4LVMD.3,Esophagus - Gastroesophageal Junction,Esophagus,10.8461538462,1.0
IGK,G25885.GTEX-OIZH-1526-SM-3NB1J.2,Stomach,Stomach,10.8518518519,1.0
IGK,G63155.GTEX-11TTK-2926.2,Brain - Cortex,Brain,nan,nan
IGK,G62746.GTEX-12WSA-0005.3,Whole Blood,Blood,11.1126418152,1.0
IGK,G35186.GTEX-SNOS-1226-SM-4DM5H.1,Colon - Transverse,Colon,11.0971978984,1.0
IGK,G26631.GTEX-WH7G-2326-SM-3NMBC.1,Skin - Sun Exposed (Lower leg),Skin,11.0784313725,2.0
IGK,G46523.GTEX-Y8DK-0826.1,Brain - Cortex,Brain,11.125,1.0
IGK,G19361.GTEX-S341-1826-SM-3K2AB.1,Muscle - Skeletal,Muscle,11.2352941176,1.0
IGK,G62776.GTEX-13YAN-0926.3,Thyroid,Thyroid,10.4375,1.0
IGK,G35211.GTEX-T6MO-0726-SM-4DM58.1,Stomach,Stomach,10.9878378378,1.0
IGK,G38948.GTEX-TML8-0326-SM-4GICN.2,Lung,Lung,11.0916955017,1.0
IGK,G34763.GTEX-XXEK-2426-SM-4BRUS.1,Adipose - Subcutaneous,Adipose Tissue,11.15,1.0
IGK,G59913.GTEX-ZAJG-0726.2,Thyroid,Thyroid,11.0555555556,1.0
IGK,G35177.GTEX-SNOS-0626-SM-4DM5F.1,Esophagus - Mucosa,Esophagus,11.0660776028,1.0
IGK,G62743.GTEX-11OF3-0006.3,Whole Blood,Blood,11.1475583864,1.0
IGK,G63894.GTEX-12126-0426.2,Adipose - Subcutaneous,Adipose Tissue,10.9615384615,2.5
IGK,G62409.GTEX-11ONC-2726.2,Artery - Tibial,Blood Vessel,11.2222222222,1.0
IGK,G46906.GTEX-Y5V6-0526.1,Thyroid,Thyroid,11.1017964072,1.0
IGK,G61942.GTEX-12ZZZ-3126.2,Brain - Cerebellum,Brain,9.5,1.0
IGK,G62857.GTEX-12ZZZ-0011-R10a.3,Brain - Frontal Cortex (BA9),Brain,11.0,1.0
IGK,G34472.GTEX-XQ8I-0926-SM-4BOOF.7,Skin - Not Sun Exposed (Suprapubic),Skin,10.8888888889,1.0
IGK,G20903.GTEX-T6MN-0005-SM-32PLJ.2,Whole Blood,Blood,11.0636215334,1.0
IGK,G25889.GTEX-OOBJ-2126-SM-3NB1N.2,Testis,Testis,10.935483871,1.0
IGK,G65222.GTEX-13SLX-1226.2,Liver,Liver,11.0130208333,1.0
IGK,G21072.GTEX-T2IS-3026-SM-32QPM.1,Brain - Cortex,Brain,11.0,3.0
IGK,G65241.GTEX-14E7W-1926.2,Esophagus - Gastroesophageal Junction,Esophagus,11.3333333333,1.0
IGK,G62745.GTEX-11TTK-0005.3,Whole Blood,Blood,11.0921501706,1.0
IGK,G25191.GTEX-WL46-2926-SM-3LK82.1,Brain - Cortex,Brain,11.5,1.0
IGK,G61205.GTEX-YJ8A-1226.3,Esophagus - Muscularis,Esophagus,11.3,1.0
IGK,G19374.GTEX-S4UY-0626-SM-3K2AO.1,Thyroid,Thyroid,11.0745620602,1.0
IGK,G18380.GTEX-QDVN-2326-SM-2S1PF.1,Artery - Tibial,Blood Vessel,11.25,1.0
IGK,G34256.GTEX-XBED-1326-SM-4AT4F.2,Adipose - Visceral (Omentum),Adipose Tissue,11.2888888889,2.0
IGK,G26708.GTEX-VUSG-0003-SM-3NMDK.1,Cells - EBV-transformed lymphocytes,Blood,11.0606060606,1.0
IGK,G60088.GTEX-139D8-0326.2,Adipose - Subcutaneous,Adipose Tissue,11.0697674419,3.0
IGK,G33660.GTEX-QVUS-0426-SM-48FE3.4,Artery - Aorta,Blood Vessel,11.0212765957,2.0
IGK,G23381.GTEX-R53T-1626-SM-3GAEW.1,Adipose - Subcutaneous,Adipose Tissue,11.0,3.0
IGK,G62805.GTEX-13OW5-0011-R7a.3,Brain - Putamen (basal ganglia),Brain,11.0,1.0
IGK,G59310.GTEX-12WSB-0226.2,Adipose - Subcutaneous,Adipose Tissue,11.0540540541,1.0
IGK,G64165.GTEX-145MF-0826.1,Liver,Liver,11.1235741445,1.0
IGK,G48890.GTEX-ZF29-0426.1,Heart - Atrial Appendage,Heart,11.09375,1.0
IGK,G62681.GTEX-144GN-0626.2,Esophagus - Mucosa,Esophagus,11.1251980983,1.0
IGK,G34321.GTEX-XLM4-0011-R6A-SM-4AT4B.2,Brain - Nucleus accumbens (basal ganglia),Brain,11.0909090909,1.0
IGK,G34011.GTEX-S4UY-1326-SM-4AD4X.3,Vagina,Vagina,11.0622406639,1.0
IGK,G61853.GTEX-145MF-0526.2,Adipose - Subcutaneous,Adipose Tissue,11.125,1.0
IGK,G62856.GTEX-13OVH-0005.3,Whole Blood,Blood,11.0897771953,1.0
IGK,G63121.GTEX-145MH-0011-R8a.2,Brain - Hypothalamus,Brain,11.0,1.0
IGK,G60299.GTEX-13JUV-0626.3,Adipose - Visceral (Omentum),Adipose Tissue,11.2533333333,1.0
IGK,G26669.GTEX-P4QS-2026-SM-3NMCG.1,Prostate,Prostate,11.04,1.0
IGK,G34362.GTEX-XMK1-1326-SM-4B65Q.3,Esophagus - Mucosa,Esophagus,11.1263537906,1.0
IGK,G26623.GTEX-X261-0011-R5A-SM-3NMB4.1,Brain - Caudate (basal ganglia),Brain,11.4545454545,1.0
IGK,G48904.GTEX-ZF28-3126.1,Pituitary,Pituitary,11.0921052632,1.0
IGK,G65573.GTEX-TMKS-0005.3,Whole Blood,Blood,11.0977443609,1.0
IGK,G35343.GTEX-TMMY-0008-SM-4DXU3.7,Cells - Transformed fibroblasts,Skin,11.0434782609,1.0
IGK,G58321.GTEX-11DYG-2026.2,Adipose - Visceral (Omentum),Adipose Tissue,11.0117647059,2.0
IGK,G60250.GTEX-13O1R-1326.2,Esophagus - Mucosa,Esophagus,11.2432432432,1.0
IGK,G65182.GTEX-12C56-0002.2,Cells - EBV-transformed lymphocytes,Blood,11.2173913043,1.0
IGK,G60101.GTEX-13FLV-1226.2,Esophagus - Muscularis,Esophagus,11.0,1.0
IGK,G65096.GTEX-11TT1-0004.2,Cells - EBV-transformed lymphocytes,Blood,10.8333333333,3.0
IGK,G33640.GTEX-R55G-0426-SM-48FDH.2,Artery - Coronary,Blood Vessel,11.0307692308,1.0
IGK,G35319.GTEX-U3ZM-0326-SM-4DXUJ.8,Artery - Aorta,Blood Vessel,11.1621621622,1.0
IGK,G60153.GTEX-13O3Q-2426.2,Skin - Sun Exposed (Lower leg),Skin,11.0,1.0
IGK,G25963.GTEX-WWYW-0011-R8A-SM-3NB3S.2,Brain - Hypothalamus,Brain,11.1515151515,1.0
IGK,G16741.GTEX-OXRN-0226.3,Adipose - Subcutaneous,Adipose Tissue,11.0330578512,2.0
IGK,G61899.GTEX-13113-1826.2,Adipose - Subcutaneous,Adipose Tissue,10.6666666667,1.0
IGK,G34261.GTEX-XBEC-0326-SM-4AT4M.5,Adipose - Subcutaneous,Adipose Tissue,11.1492537313,2.0
IGK,G62617.GTEX-14A5I-0326.2,Muscle - Skeletal,Muscle,11.2,1.0
IGK,G53830.GTEX-1314G-1926.2,Artery - Tibial,Blood Vessel,11.0,1.0
IGK,G32807.GTEX-X4XY-0011-R8A-SM-46MVC.2,Brain - Hypothalamus,Brain,11.2,1.0
IGK,G63960.GTEX-11EMC-0008.1,Cells - Transformed fibroblasts,Skin,12.25,1.0
IGK,G16766.GTEX-P78B-0926.3,Lung,Lung,11.1484918794,1.0
IGK,G25139.GTEX-WHSB-1626-SM-3LK6J.1,Thyroid,Thyroid,11.1555702044,2.0
IGK,G41483.GTEX-WWTW-0626.2,Muscle - Skeletal,Muscle,10.9696969697,1.0
IGK,G64367.GTEX-14AS3-1726.1,Vagina,Vagina,11.0,1.0
IGK,G42369.GTEX-XBEC-0726.2,Skin - Not Sun Exposed (Suprapubic),Skin,11.1851851852,1.0
IGK,G65713.GTEX-14ASI-0011-R10b.2,Brain - Frontal Cortex (BA9),Brain,nan,nan
IGK,G42506.GTEX-QVJO-2526.2,Vagina,Vagina,11.056122449,1.0
IGK,G34450.GTEX-XQ3S-1126-SM-4BOPK.8,Esophagus - Mucosa,Esophagus,10.8805970149,1.0
IGK,G65569.GTEX-RVPU-0011-R4A.3,Brain - Amygdala,Brain,11.0,1.0
IGK,G33918.GTEX-PWN1-2426-SM-48TDD.1,Ovary,Ovary,11.0824742268,1.0
IGK,G41206.GTEX-WOFM-0001.5,Cells - EBV-transformed lymphocytes,Blood,11.1125,2.5
IGK,G64380.GTEX-Y8LW-1426.1,Vagina,Vagina,11.2857142857,1.0
IGK,G25961.GTEX-WY7C-2826-SM-3NB3Q.2,Artery - Tibial,Blood Vessel,11.2,1.0
IGK,G34329.GTEX-XLM4-0011-R11A-SM-4AT46.2,Brain - Cerebellar Hemisphere,Brain,11.1666666667,1.0
IGK,G20891.GTEX-PVOW-0011-R5A-SM-32PL7.1,Brain - Caudate (basal ganglia),Brain,11.3333333333,1.0
IGK,G61984.GTEX-139YR-1826.2,Esophagus - Gastroesophageal Junction,Esophagus,10.8709677419,1.0
IGK,G32414.GTEX-QMRM-1126-SM-447BN.2,Stomach,Stomach,11.0960210457,1.0
IGK,G62692.GTEX-1445S-2926.2,Minor Salivary Gland,Salivary Gland,11.1099713214,2.0
IGK,G34286.GTEX-XGQ4-0326-SM-4GIEE.2,Heart - Left Ventricle,Heart,11.6666666667,1.0
IGK,G18601.GTEX-R55F-1526-SM-2TF4X.1,Muscle - Skeletal,Muscle,12.0,2.0
IGK,G65587.GTEX-13SLX-0011-R9b.3,Brain - Spinal cord (cervical c-1),Brain,10.8571428571,1.0
IGK,G62742.GTEX-11O72-0006.3,Whole Blood,Blood,11.0831509847,1.0
IGK,G33649.GTEX-REY6-1226-SM-48FDR.4,Liver,Liver,11.1428571429,1.0
IGK,G53842.GTEX-131XF-1426.2,Pancreas,Pancreas,11.0869565217,1.0
IGK,G65536.GTEX-OHPM-2626.3,Thyroid,Thyroid,11.1666666667,1.0
IGK,G59165.GTEX-ZYY3-1226.6,Artery - Aorta,Blood Vessel,11.0638297872,3.0
IGK,G26561.GTEX-OXRN-1726-SM-3NM9B.1,Esophagus - Mucosa,Esophagus,11.0,1.0
IGK,G21085.GTEX-T6MO-2026-SM-33HB4.1,Nerve - Tibial,Nerve,11.3846153846,1.0
IGK,G64413.GTEX-12WSE-2926.1,Brain - Cerebellum,Brain,11.25,1.0
IGK,G22945.GTEX-U8XE-1126-SM-3DB8W.1,Heart - Left Ventricle,Heart,11.0,1.0
IGK,G42501.GTEX-QV44-0726.3,Artery - Coronary,Blood Vessel,11.1860465116,1.0
IGK,G65254.GTEX-147GR-0011-R7a.2,Brain - Putamen (basal ganglia),Brain,11.0,1.5
IGK,G62691.GTEX-145ME-1326.2,Uterus,Uterus,11.0135135135,1.0
IGK,G21047.GTEX-T6MN-0011-R2A-SM-32QOW.1,Brain - Substantia nigra,Brain,10.8,1.0
IGK,G58411.GTEX-12ZZY-0011-R6b.2,Brain - Nucleus accumbens (basal ganglia),Brain,11.0,1.0
IGK,G32448.GTEX-QV31-0008-SM-447AT.2,Cells - Transformed fibroblasts,Skin,11.25,1.0
